** デバッグ
|階|地|縦|横|部|幅|モ|店|店ア&br;表|MH|MH&br;種類|迷|埋|水|氷|ギ|ア|罠|店ア|>|>|>|>|仲間|LV|変|ビ|行商|行ア&br;表|水路|湖|店主|店表|池|島|柱|壁|氷&br;部屋|h
|~90|1|5|4|10|1|11|5|6|8|1|10|0|0|2|500|5|9|9|0|0|0|0|0|1|3|7|0|6|0|0|2|1|10|10|10|10|0|
|~91|1|5|3|10|2|11|0|6|8|1|10|1|0|2|500|4|9|9|0|0|0|0|0|1|3|7|0|6|0|0|2|1|10|10|10|10|0|
|~92|1|5|5|10|2|11|0|6|8|1|10|1|0|2|500|4|9|9|0|0|0|0|0|1|3|7|0|6|0|0|2|1|10|10|10|10|0|
|~93|1|6|6|10|2|11|0|6|8|1|10|1|0|2|500|4|9|9|0|0|0|0|0|1|3|7|0|6|0|0|2|1|10|10|10|10|0|
|~94|1|6|6|10|2|11|0|6|8|1|10|1|0|2|500|4|9|9|0|0|0|0|0|1|3|7|0|6|0|0|2|1|10|10|10|10|0|
|~95|1|6|6|10|2|11|0|6|8|1|10|1|0|2|500|4|9|9|0|0|0|0|0|1|3|7|0|6|0|0|2|1|10|10|10|10|0|
|~96|1|7|7|10|2|11|0|6|8|1|10|0|0|2|500|4|9|9|0|0|0|0|0|1|3|7|0|6|0|0|2|1|10|10|10|10|0|
|~97|1|7|7|10|2|11|0|6|8|1|10|0|0|2|500|4|9|9|0|0|0|0|0|1|3|7|0|6|0|0|2|1|10|10|10|10|0|
|~98|1|7|7|10|2|11|0|6|8|1|10|0|0|2|500|4|9|9|0|0|0|0|0|1|3|7|0|6|0|0|2|1|10|10|10|10|0|
|~99|1|8|8|10|2|11|0|6|8|1|10|0|0|2|500|4|9|9|0|0|0|0|0|1|3|7|0|6|0|0|2|1|10|10|10|10|0|

** 中腹の井戸
|階|地|縦|横|部|幅|モ|店|店ア&br;表|MH|MH&br;種類|迷|埋|水|氷|ギ|ア|罠|店ア|>|>|>|>|仲間|LV|変|ビ|行商|行ア&br;表|水路|湖|店主|店表|池|島|柱|壁|氷&br;部屋|h
|~1|8|7|7|6|1|8|12|7|6|1|10|0|2|2|250|5|13|7|0|0|0|0|0|1|4|13|0|7|10|10|1|1|10|10|10|10|10|
|~2|8|7|6|6|2|8|12|7|6|1|10|0|2|2|250|5|13|7|0|0|0|0|0|1|4|13|0|7|10|10|1|1|10|10|10|10|10|
|~3|8|7|5|6|1|8|12|7|6|1|10|0|2|2|250|5|13|7|0|0|0|0|0|1|4|13|0|7|10|10|1|1|10|10|10|10|10|
|~4|6|7|4|6|2|8|12|7|6|1|10|0|2|2|250|5|13|7|0|0|0|0|0|1|4|13|0|7|10|10|1|1|10|10|10|10|10|
|~5|6|7|6|7|1|8|12|7|6|1|10|0|2|2|250|5|13|7|0|0|0|0|0|1|4|13|0|7|10|10|1|1|10|10|10|10|10|
|~6|2|7|7|7|2|8|12|7|6|1|10|0|2|2|250|5|13|7|0|0|0|0|0|1|4|13|0|7|10|10|1|1|10|10|10|10|10|
|~7|2|4|8|7|1|8|12|7|6|1|10|0|2|2|250|5|13|7|0|0|0|0|0|1|4|13|0|7|10|10|1|1|10|10|10|10|10|
|~8|3|5|6|7|2|8|12|7|6|1|10|0|2|2|250|5|13|7|0|0|0|0|0|1|4|13|0|7|10|10|1|1|10|10|10|10|10|
|~9|3|6|5|7|1|8|12|7|6|1|10|0|2|2|250|5|13|7|0|0|0|0|0|1|4|13|0|7|10|10|1|1|10|10|10|10|10|
|~10|8|7|5|7|2|8|12|7|6|1|10|0|2|2|250|5|13|7|0|0|0|0|0|1|4|13|0|7|10|10|1|1|10|10|10|10|10|
|~11|8|8|5|7|1|8|12|7|6|1|10|0|2|2|250|5|13|7|0|0|0|0|0|1|4|13|0|7|10|10|1|1|10|10|10|10|10|
|~12|8|5|5|8|2|8|12|7|6|1|10|0|2|2|250|5|13|7|0|0|0|0|0|1|4|13|0|7|10|10|1|1|10|10|10|10|10|
|~13|6|5|5|8|1|8|12|7|6|1|10|0|2|2|250|5|13|7|0|0|0|0|0|1|4|13|0|7|10|10|1|1|10|10|10|10|10|
|~14|2|7|5|8|2|8|12|7|6|1|10|0|2|2|250|5|13|7|0|0|0|0|0|1|4|13|0|7|10|10|1|1|10|10|10|10|10|
|~15|2|7|6|8|1|8|12|7|6|1|10|0|2|2|250|5|13|7|0|0|0|0|0|1|4|13|0|7|10|10|1|1|10|10|10|10|10|
|~16|1|7|4|8|2|8|12|7|6|1|10|0|2|2|250|5|13|7|0|0|0|0|0|1|4|13|0|7|10|10|1|1|10|10|10|10|10|
|~17|3|7|5|8|1|8|12|7|6|1|10|0|2|2|250|5|13|7|0|0|0|0|0|1|4|13|0|7|10|10|1|1|10|10|10|10|10|
|~18|8|7|6|8|2|8|12|7|6|1|10|0|2|2|250|4|13|7|0|0|0|0|0|1|4|13|0|7|10|10|1|1|10|10|10|10|10|
|~19|3|5|4|8|1|8|12|7|6|1|10|0|2|2|250|4|13|7|0|0|0|0|0|1|4|13|0|7|10|10|1|1|10|10|10|10|10|
|~20|8|5|7|8|2|8|12|7|6|1|10|0|2|2|250|4|13|7|0|0|0|0|0|1|4|13|0|7|10|10|1|1|10|10|10|10|10|
|~21|2|5|5|9|1|8|12|7|6|1|10|0|2|2|250|4|13|7|0|0|0|0|0|1|4|13|0|7|10|10|1|1|10|10|10|10|10|
|~22|8|5|6|8|2|8|12|7|6|1|10|0|2|2|250|4|13|7|0|0|0|0|0|1|4|13|0|7|10|10|1|1|10|10|10|10|10|
|~23|6|5|7|9|1|8|12|7|6|1|10|0|2|2|250|4|13|7|0|0|0|0|0|1|4|13|0|7|10|10|1|1|10|10|10|10|10|
|~24|8|7|7|9|2|8|12|7|6|1|10|0|2|2|250|4|13|7|0|0|0|0|0|1|4|13|0|7|10|10|1|1|10|10|10|10|10|
|~25|3|7|3|8|1|8|12|7|6|1|10|0|2|2|250|4|13|7|0|0|0|0|0|1|4|13|0|7|10|10|1|1|10|10|10|10|10|
|~26|8|3|7|8|2|8|12|7|6|1|10|0|2|2|250|4|13|7|0|0|0|0|0|1|4|13|0|7|10|10|1|1|10|10|10|10|10|
|~27|2|3|7|9|1|8|12|7|6|1|10|0|2|2|250|4|13|7|0|0|0|0|0|1|4|13|0|7|10|10|1|1|10|10|10|10|10|
|~28|8|7|7|8|2|8|12|7|6|1|10|0|2|2|250|4|13|7|0|0|0|0|0|1|4|13|0|7|10|10|1|1|10|10|10|10|10|
|~29|1|6|6|8|1|8|12|7|6|1|10|0|2|2|250|4|13|7|0|0|0|0|0|1|4|13|0|7|10|10|1|1|10|10|10|10|10|
|~30|6|7|7|9|2|8|12|7|6|1|10|0|2|2|250|4|13|7|0|0|0|0|0|1|4|13|0|7|10|10|1|1|10|10|10|10|10|
|~31|6|7|7|8|1|8|12|7|6|1|10|0|2|2|250|4|13|7|0|0|0|0|0|1|4|13|0|7|10|10|1|1|10|10|10|10|10|
|~32|8|5|7|8|2|8|12|7|6|1|10|0|2|2|250|4|13|7|0|0|0|0|0|1|4|13|0|7|10|10|1|1|10|10|10|10|10|
|~33|8|5|7|8|1|8|12|7|6|1|10|0|2|2|250|4|13|7|0|0|0|0|0|1|4|13|0|7|10|10|1|1|10|10|10|10|10|
|~34|8|5|7|9|2|8|12|7|6|1|10|0|2|2|250|4|13|7|0|0|0|0|0|1|4|13|0|7|10|10|1|1|10|10|10|10|10|
|~35|3|7|7|8|1|8|12|7|6|1|10|0|2|2|250|4|13|7|0|0|0|0|0|1|4|13|0|7|10|10|1|1|10|10|10|10|10|
|~36|8|7|7|9|2|8|12|7|6|1|10|0|2|2|250|4|13|7|0|0|0|0|0|1|4|13|0|7|10|10|1|1|10|10|10|10|10|
|~37|3|7|7|9|1|8|12|7|6|1|10|0|2|2|250|4|13|7|0|0|0|0|0|1|4|13|0|7|10|10|1|1|10|10|10|10|10|
|~38|8|7|7|9|2|8|12|7|6|1|10|0|2|2|250|4|13|7|0|0|0|0|0|1|4|13|0|7|10|10|1|1|10|10|10|10|10|
|~39|6|7|7|9|1|8|12|7|6|1|10|0|2|2|250|4|13|7|0|0|0|0|0|1|4|13|0|7|10|10|1|1|10|10|10|10|10|
|~40|6|7|3|9|2|8|12|7|6|1|10|0|2|2|250|4|13|7|0|0|0|0|0|1|4|13|0|7|10|10|1|1|10|10|10|10|10|
|~41|2|7|3|8|1|8|12|7|6|1|10|0|2|2|250|4|13|7|0|0|0|0|0|1|4|13|0|7|10|10|1|1|10|10|10|10|10|
|~42|2|7|4|8|1|8|12|7|6|1|10|0|2|2|250|4|13|7|0|0|0|0|0|1|4|13|0|7|10|10|1|1|10|10|10|10|10|
|~43|3|5|6|8|1|8|12|7|6|1|10|0|2|2|250|4|13|7|0|0|0|0|0|1|4|13|0|7|10|10|1|1|10|10|10|10|10|
|~44|2|6|5|8|1|8|12|7|6|1|10|0|2|2|250|4|13|7|0|0|0|0|0|1|4|13|0|7|10|10|1|1|10|10|10|10|10|
|~45|8|7|5|8|1|8|12|7|6|1|10|0|2|2|250|4|13|7|0|0|0|0|0|1|4|13|0|7|10|10|1|1|10|10|10|10|10|
|~46|8|7|7|8|1|8|12|7|6|1|10|0|2|2|250|4|13|7|0|0|0|0|0|1|4|13|0|7|10|10|1|1|10|10|10|10|10|
|~47|8|7|7|8|1|8|12|7|6|1|10|0|2|2|250|4|13|7|0|0|0|0|0|1|4|13|0|8|10|10|1|1|10|10|10|10|10|
|~48|8|7|7|8|1|8|12|7|6|1|10|0|2|2|250|4|13|7|0|0|0|0|0|1|4|13|0|8|10|10|1|1|10|10|10|10|10|
|~49|8|5|7|8|1|8|12|7|6|1|10|0|2|2|250|4|13|7|0|0|0|0|0|1|4|13|0|8|10|10|1|1|10|10|10|10|10|
|~50|1|5|7|8|1|8|12|7|6|1|10|0|0|2|250|4|13|7|0|0|0|0|0|1|4|13|0|8|10|0|1|1|10|10|10|10|0|
|~51|8|5|7|9|1|8|12|8|6|1|10|0|2|2|500|4|13|7|0|0|0|0|0|1|4|13|0|8|10|10|1|1|10|10|10|10|10|
|~52|2|5|7|9|1|8|12|8|6|1|10|0|2|2|500|4|13|7|0|0|0|0|0|1|4|13|0|8|10|10|1|1|10|10|10|10|10|
|~53|3|5|5|9|1|8|12|8|6|1|10|0|2|2|500|4|13|7|0|0|0|0|0|1|4|13|0|8|10|10|1|1|10|10|10|10|10|
|~54|2|5|5|9|1|8|12|8|6|1|10|0|2|2|500|4|13|7|0|0|0|0|0|1|4|13|0|8|10|10|1|1|10|10|10|10|10|
|~55|6|7|5|9|1|8|12|8|6|1|10|0|2|2|500|4|13|7|0|0|0|0|0|1|4|13|0|8|10|10|1|1|10|10|10|10|10|
|~56|8|7|5|8|1|8|12|8|6|1|10|0|2|2|500|4|13|7|0|0|0|0|0|1|4|13|0|8|10|10|1|1|10|10|10|10|10|
|~57|6|7|3|8|1|8|12|8|6|1|10|0|2|2|500|4|13|7|0|0|0|0|0|1|4|13|0|8|10|10|1|1|10|10|10|10|10|
|~58|8|7|7|8|1|8|12|8|6|1|10|0|2|2|500|4|13|7|0|0|0|0|0|1|4|13|0|8|10|10|1|1|10|10|10|10|10|
|~59|2|7|7|8|1|8|12|8|6|1|10|0|2|2|500|4|13|7|0|0|0|0|0|1|4|13|0|8|10|10|1|1|10|10|10|10|10|
|~60|1|7|7|8|1|8|12|8|6|1|10|0|0|2|500|4|13|7|0|0|0|0|0|1|4|13|0|8|10|0|1|1|10|10|10|10|0|
|~61|2|7|7|8|1|8|12|8|6|1|10|0|2|2|500|4|13|7|0|0|0|0|0|1|4|13|0|8|10|10|1|1|10|10|10|10|10|
|~62|8|7|7|8|1|8|12|8|6|1|10|0|2|2|500|4|13|7|0|0|0|0|0|1|4|13|0|8|10|10|1|1|10|10|10|10|10|
|~63|8|7|7|9|1|8|12|8|6|1|10|0|2|2|500|4|13|7|0|0|0|0|0|1|4|13|0|8|10|10|1|1|10|10|10|10|10|
|~64|8|7|7|9|1|8|12|8|6|1|10|0|2|2|500|4|13|7|0|0|0|0|0|1|4|13|0|8|10|10|1|1|10|10|10|10|10|
|~65|3|7|7|9|1|8|12|8|6|1|10|0|2|2|500|4|13|7|0|0|0|0|0|1|4|13|0|8|10|10|1|1|10|10|10|10|10|
|~66|2|5|7|9|1|8|12|8|6|1|10|0|2|2|500|4|13|7|0|0|0|0|0|1|4|13|0|8|10|10|1|1|10|10|10|10|10|
|~67|3|5|7|8|1|8|12|8|6|1|10|0|2|2|500|4|13|7|0|0|0|0|0|1|4|13|0|8|10|10|1|1|10|10|10|10|10|
|~68|3|5|7|8|1|8|12|8|6|1|10|0|2|2|500|4|13|7|0|0|0|0|0|1|4|13|0|8|10|10|1|1|10|10|10|10|10|
|~69|2|5|7|8|1|8|12|8|6|1|10|0|2|2|500|4|13|7|0|0|0|0|0|1|4|13|0|8|10|10|1|1|10|10|10|10|10|
|~70|3|7|7|8|1|8|12|8|6|1|10|0|2|2|500|4|13|7|0|0|0|0|0|1|4|13|0|8|10|10|1|1|10|10|10|10|10|
|~71|6|7|7|8|1|8|0|8|6|1|10|0|2|2|500|4|13|7|0|0|0|0|0|1|4|13|0|8|10|10|1|1|10|10|10|10|10|
|~72|8|7|3|8|1|8|0|8|6|1|10|0|2|2|500|4|13|7|0|0|0|0|0|1|4|13|0|8|10|10|1|1|10|10|10|10|10|
|~73|8|7|3|8|1|8|0|8|6|1|10|0|2|2|500|4|13|7|0|0|0|0|0|1|4|13|0|8|10|10|1|1|10|10|10|10|10|
|~74|8|7|3|9|1|8|0|8|6|1|10|0|2|2|500|4|13|7|0|0|0|0|0|1|4|13|0|8|10|10|1|1|10|10|10|10|10|
|~75|8|7|7|9|1|8|0|8|6|1|10|0|2|2|500|4|13|7|0|0|0|0|0|1|4|13|0|8|10|10|1|1|10|10|10|10|10|
|~76|8|7|7|9|1|8|0|8|6|1|10|0|2|2|500|4|13|7|0|0|0|0|0|1|4|13|0|8|10|10|1|1|10|10|10|10|10|
|~77|3|7|7|9|1|8|0|8|6|1|10|0|2|2|500|4|13|7|0|0|0|0|0|1|4|13|0|8|10|10|1|1|10|10|10|10|10|
|~78|3|7|7|9|1|8|0|8|6|1|10|0|2|2|500|4|13|7|0|0|0|0|0|1|4|13|0|8|10|10|1|1|10|10|10|10|10|
|~79|2|7|7|9|1|8|0|8|6|1|10|0|2|2|500|4|13|7|0|0|0|0|0|1|4|13|0|8|10|10|1|1|10|10|10|10|10|
|~80|6|7|7|9|1|8|0|8|6|1|10|0|2|2|500|4|13|7|0|0|0|0|0|1|4|13|0|8|10|10|1|1|10|10|10|10|10|
|~81|6|7|7|8|1|8|0|8|6|1|10|0|2|2|500|4|13|7|0|0|0|0|0|1|4|13|0|8|10|10|1|1|10|10|10|10|10|
|~82|8|7|7|8|1|8|0|8|6|1|10|0|2|2|500|4|13|7|0|0|0|0|0|1|4|13|0|8|10|10|1|1|10|10|10|10|10|
|~83|8|7|7|8|1|8|0|8|6|1|10|0|2|2|500|4|13|7|0|0|0|0|0|1|4|13|0|8|10|10|1|1|10|10|10|10|10|
|~84|8|7|7|8|1|8|0|8|6|1|10|0|2|2|500|4|13|7|0|0|0|0|0|1|4|13|0|8|10|10|1|1|10|10|10|10|10|
|~85|2|7|3|8|1|8|0|8|6|1|10|0|2|2|500|4|13|7|0|0|0|0|0|1|4|13|0|8|10|10|1|1|10|10|10|10|10|
|~86|2|7|3|8|1|8|0|8|6|1|10|0|2|2|500|4|13|7|0|0|0|0|0|1|4|13|0|8|10|10|1|1|10|10|10|10|10|
|~87|3|7|3|8|1|8|0|8|6|1|10|0|2|2|500|4|13|7|0|0|0|0|0|1|4|13|0|8|10|10|1|1|10|10|10|10|10|
|~88|3|7|3|9|1|8|0|8|6|1|10|0|2|2|500|4|13|7|0|0|0|0|0|1|4|13|0|8|10|10|1|1|10|10|10|10|10|
|~89|3|7|7|9|1|8|0|8|6|1|10|0|2|2|500|4|13|7|0|0|0|0|0|1|4|13|0|8|10|10|1|1|10|10|10|10|10|
|~90|6|7|7|9|1|8|0|8|6|1|10|0|2|2|500|4|13|7|0|0|0|0|0|1|4|13|0|8|10|10|1|1|10|10|10|10|10|
|~91|8|7|5|9|1|8|0|8|6|1|10|0|2|2|500|4|13|7|0|0|0|0|0|1|4|13|0|8|10|10|1|1|10|10|10|10|10|
|~92|8|7|5|9|1|8|0|8|6|1|10|0|2|2|500|4|13|7|0|0|0|0|0|1|4|13|0|8|10|10|1|1|10|10|10|10|10|
|~93|8|7|5|9|1|8|0|8|6|1|10|0|2|2|500|4|13|7|0|0|0|0|0|1|4|13|0|8|10|10|1|1|10|10|10|10|10|
|~94|8|7|5|8|1|8|0|8|6|1|10|0|2|2|500|4|13|7|0|0|0|0|0|1|4|13|0|8|10|10|1|1|10|10|10|10|10|
|~95|8|7|7|8|1|8|0|8|6|1|10|0|2|2|500|4|13|7|0|0|0|0|0|1|4|13|0|8|10|10|1|1|10|10|10|10|10|
|~96|1|7|7|8|1|8|0|8|6|1|10|0|0|2|500|4|13|7|0|0|0|0|0|1|4|13|0|8|10|0|1|1|10|10|10|10|0|
|~97|1|7|7|8|1|8|0|8|6|1|10|0|0|2|500|4|13|7|0|0|0|0|0|1|4|13|0|8|10|0|1|1|10|10|10|10|0|
|~98|8|7|7|8|1|8|0|8|6|1|10|0|2|2|500|4|13|7|0|0|0|0|0|1|4|13|0|8|10|10|1|1|10|10|10|10|10|
|~99|1|7|7|8|1|8|0|8|6|1|10|0|2|2|500|4|13|7|0|0|0|0|0|1|4|13|0|8|10|10|1|1|10|10|10|10|10|

** 神社の隠し穴
|階|地|縦|横|部|幅|モ|店|店ア&br;表|MH|MH&br;種類|迷|埋|水|氷|ギ|ア|罠|店ア|>|>|>|>|仲間|LV|変|ビ|行商|行ア&br;表|水路|湖|店主|店表|池|島|柱|壁|氷&br;部屋|h
|~1|8|5|3|5|1|8|0|1|9|12|10|0|0|2|250|3|5|7|0|0|0|0|0|1|1|6|0|1|20|0|1|2|10|20|10|10|0|
|~2|1|5|4|6|2|8|0|1|9|12|10|0|6|2|250|3|5|7|0|0|0|0|0|1|1|6|0|1|30|0|1|2|10|20|10|10|0|
|~3|1|6|4|7|2|8|0|1|9|12|10|0|6|2|250|3|6|7|0|0|0|0|0|1|1|6|0|1|20|0|1|2|10|20|10|10|0|
|~4|1|4|3|8|2|8|0|1|9|12|10|0|6|2|250|3|6|7|0|0|0|0|0|1|1|6|0|1|20|0|1|2|10|20|10|10|0|
|~5|2|5|3|9|2|8|0|1|9|12|10|0|6|2|250|3|7|7|0|0|0|0|0|1|1|6|0|1|20|60|1|2|10|20|10|10|0|
|~6|8|7|5|9|1|8|0|1|9|12|10|0|6|2|250|3|7|7|0|0|0|0|0|1|1|6|0|1|60|60|1|2|10|10|10|10|10|
|~7|2|4|6|9|2|8|0|1|9|12|10|1|6|2|250|3|7|7|0|0|0|0|0|1|1|6|0|1|60|60|1|2|10|10|10|10|10|
|~8|1|5|5|9|1|8|0|1|9|12|10|0|6|2|250|3|7|7|0|0|0|0|0|1|1|6|0|1|10|60|1|2|10|10|10|10|10|
|~9|8|7|7|9|2|8|0|1|9|12|10|1|6|2|250|3|7|7|0|0|0|0|0|1|1|6|0|1|10|0|1|2|10|10|10|10|10|
|~10|8|7|5|9|1|8|0|1|9|12|10|0|6|2|250|3|7|7|0|0|0|0|0|1|1|6|0|1|10|0|1|2|10|10|10|10|10|
|~11|1|5|7|9|2|8|0|1|9|12|10|1|6|2|250|3|7|7|0|0|0|0|0|1|1|6|0|1|10|0|1|2|10|10|10|10|10|
|~12|2|5|5|9|1|8|0|1|9|12|10|0|6|2|250|3|7|7|0|0|0|0|0|1|1|6|0|1|60|0|1|2|10|10|10|10|10|
|~13|2|4|4|9|2|8|0|1|9|12|10|1|6|2|250|3|7|7|0|0|0|0|0|1|1|6|0|1|60|50|1|2|10|10|10|10|10|
|~14|2|7|5|9|1|8|0|1|9|12|10|0|6|2|250|3|7|7|0|0|0|0|0|1|1|6|0|1|60|50|1|2|10|10|10|10|10|
|~15|1|5|3|9|2|8|0|1|9|12|10|1|6|2|250|3|8|7|0|0|0|0|0|1|1|6|0|1|60|50|1|2|10|10|10|10|10|
|~16|8|6|6|9|1|8|0|1|9|12|10|0|6|2|250|3|8|7|0|0|0|0|0|1|1|6|0|1|60|50|1|2|10|10|10|10|10|
|~17|1|5|3|9|2|8|0|1|9|12|10|1|6|2|250|3|8|7|0|0|0|0|0|1|1|6|0|1|60|50|1|2|10|10|10|10|10|
|~18|2|5|3|9|1|8|0|1|9|12|10|0|6|2|250|3|8|7|0|0|0|0|0|1|1|6|0|1|60|50|1|2|10|10|10|10|10|
|~19|1|8|8|9|2|8|0|1|9|12|10|1|6|2|250|3|8|7|0|0|0|0|0|1|1|6|0|1|60|50|1|2|10|10|10|10|10|
|~20|8|5|5|9|1|8|0|1|9|12|10|0|6|2|250|3|8|7|0|0|0|0|0|1|1|6|0|1|10|50|1|2|10|10|10|10|10|
|~21|1|7|7|9|2|8|0|1|9|12|10|1|6|2|250|3|8|7|0|0|0|0|0|1|1|6|0|1|10|10|1|2|10|10|10|10|10|
|~22|2|4|8|9|1|8|0|1|9|12|10|0|6|2|250|3|8|7|0|0|0|0|0|1|1|6|0|1|10|10|1|2|10|10|10|10|10|
|~23|8|5|7|9|2|8|0|1|9|12|10|1|6|2|250|3|8|7|0|0|0|0|0|1|1|6|0|1|10|10|1|2|10|10|10|10|10|
|~24|2|5|5|9|1|9|0|1|9|12|10|0|6|2|250|3|8|7|0|0|0|0|0|1|1|6|0|1|10|10|1|2|10|10|10|10|10|
|~25|1|8|6|9|2|9|0|1|9|12|10|1|6|2|250|3|8|7|0|0|0|0|0|1|1|6|0|1|10|10|1|2|10|10|10|10|10|
|~26|3|7|5|9|1|9|0|1|9|12|10|0|6|2|250|3|8|7|0|0|0|0|0|1|1|6|0|1|10|10|1|2|10|10|10|10|10|
|~27|1|5|7|9|2|9|0|1|9|12|10|1|6|2|250|3|8|7|0|0|0|0|0|1|1|6|0|1|10|10|1|2|10|10|10|10|10|
|~28|1|6|8|9|1|9|0|1|9|12|10|0|6|2|250|3|8|7|0|0|0|0|0|1|1|6|0|1|10|10|1|2|10|10|10|10|10|
|~29|2|7|7|9|2|9|0|1|9|12|10|1|6|2|250|3|8|7|0|0|0|0|0|1|1|6|0|1|10|10|2|2|10|10|10|10|10|
|~30|2|7|5|9|1|9|0|1|9|12|10|0|6|2|250|3|8|7|0|0|0|0|0|1|1|6|0|1|10|10|2|2|10|10|10|10|10|
|~31|2|4|6|9|2|9|0|1|9|12|10|1|6|2|250|3|8|7|0|0|0|0|0|1|1|6|0|1|10|10|2|2|10|10|10|10|10|
|~32|1|5|5|9|1|9|0|1|9|12|10|0|6|2|250|3|9|7|0|0|0|0|0|1|1|6|0|1|10|10|2|2|10|10|10|10|10|
|~33|8|7|7|9|2|9|0|1|9|12|10|1|6|2|250|3|9|7|0|0|0|0|0|1|1|6|0|1|10|10|2|2|10|10|10|10|10|
|~34|1|5|5|9|1|10|0|1|9|12|10|0|6|2|250|3|9|7|0|0|0|0|0|1|1|6|0|1|10|10|2|2|10|10|10|10|10|
|~35|3|5|3|9|2|10|0|1|9|12|10|1|6|2|250|3|9|7|0|0|0|0|0|1|1|6|0|1|10|10|2|2|10|10|10|10|10|
|~36|2|5|3|9|1|10|0|1|9|12|10|0|6|2|250|3|9|7|0|0|0|0|0|1|1|6|0|1|10|10|2|2|10|10|10|10|10|
|~37|2|8|4|9|2|10|0|1|9|12|10|1|6|2|250|3|9|7|0|0|0|0|0|1|1|6|0|1|10|10|2|2|10|10|10|10|10|
|~38|2|7|5|9|1|10|0|1|9|12|10|0|6|2|250|3|9|7|0|0|0|0|0|1|1|6|0|1|10|10|2|2|10|10|10|10|10|
|~39|1|5|7|9|2|10|0|1|9|12|10|1|6|2|250|3|9|7|0|0|0|0|0|1|1|6|0|1|10|10|2|2|10|10|10|10|10|
|~40|8|4|5|9|1|10|0|1|9|12|10|0|6|2|250|3|9|7|0|0|0|0|0|1|1|6|0|1|10|10|2|2|10|10|10|10|10|
|~41|8|7|7|9|2|10|0|1|9|12|10|1|6|2|250|3|9|7|0|0|0|0|0|1|1|6|0|1|10|10|2|2|10|10|10|10|10|
|~42|1|7|5|9|1|10|0|1|9|12|10|0|6|2|250|3|9|7|0|0|0|0|0|1|1|6|0|1|10|10|2|2|10|10|10|10|10|
|~43|2|5|7|9|2|10|0|1|9|12|10|1|6|2|250|3|9|7|0|0|0|0|0|1|1|6|0|1|10|10|2|2|10|10|10|10|10|
|~44|3|5|5|9|1|10|0|1|9|12|10|0|6|2|250|3|9|7|0|0|0|0|0|1|1|6|0|1|10|10|2|2|10|10|10|10|10|
|~45|2|7|7|9|2|10|0|1|9|12|10|1|6|2|250|3|9|7|0|0|0|0|0|1|1|6|0|1|10|10|2|2|10|10|10|10|10|
|~46|1|7|5|9|1|10|0|1|9|12|10|0|0|2|250|3|9|7|0|0|0|0|0|1|1|6|0|1|10|0|2|2|10|10|10|10|0|
|~47|1|5|7|9|2|10|0|1|9|12|10|1|0|2|250|3|9|7|0|0|0|0|0|1|1|6|0|1|10|0|2|2|10|10|10|10|0|
|~48|8|5|5|9|1|10|0|1|9|12|10|0|6|2|250|3|9|7|0|0|0|0|0|1|1|6|0|1|10|10|2|2|10|10|10|10|10|
|~49|8|6|6|9|2|10|0|1|9|12|10|1|6|2|250|3|9|7|0|0|0|0|0|1|1|6|0|1|10|10|2|2|10|10|10|10|10|
|~50|1|7|5|9|1|10|0|1|9|12|10|0|6|2|250|3|9|7|0|0|0|0|0|1|1|6|0|1|10|10|2|2|10|10|10|10|10|
|~51|8|5|7|9|2|10|0|1|9|12|10|1|6|2|250|3|9|7|0|0|0|0|0|1|1|6|0|1|10|10|2|2|10|10|10|10|10|
|~52|1|5|5|9|1|10|0|1|9|12|10|0|6|2|250|3|9|7|0|0|0|0|0|1|1|6|0|1|10|10|2|2|10|10|10|10|10|
|~53|2|5|3|9|2|10|0|1|9|12|10|1|6|2|250|3|9|7|0|0|0|0|0|1|1|6|0|1|10|10|2|2|10|10|10|10|10|
|~54|3|5|3|9|1|10|0|1|9|12|10|0|6|2|250|3|9|7|0|0|0|0|0|1|1|6|0|1|10|10|2|2|10|10|10|10|10|
|~55|2|5|3|9|2|10|0|1|9|12|10|1|6|2|250|3|9|7|0|0|0|0|0|1|1|6|0|1|10|10|2|2|10|10|10|10|10|
|~56|1|5|3|9|1|10|0|1|9|12|10|0|6|2|250|3|9|7|0|0|0|0|0|1|1|6|0|1|10|10|2|2|10|10|10|10|10|
|~57|8|5|3|9|2|10|0|1|9|12|10|0|6|2|250|3|9|7|0|0|0|0|0|1|1|6|0|1|10|10|2|2|10|10|10|10|10|
|~58|1|7|5|9|1|10|0|1|9|12|10|1|6|2|250|3|9|7|0|0|0|0|0|1|1|6|0|1|10|10|2|2|10|10|10|10|10|
|~59|8|5|7|9|2|10|0|1|9|12|10|0|6|2|250|3|9|7|0|0|0|0|0|1|1|6|0|1|10|10|2|2|10|10|10|10|10|
|~60|2|5|5|9|1|10|0|1|9|12|10|1|6|2|250|3|9|7|0|0|0|0|0|1|1|6|0|1|10|10|3|2|10|10|10|10|10|
|~61|3|7|7|10|2|10|0|1|9|12|10|0|6|2|250|3|9|7|0|0|0|0|0|1|1|6|0|1|10|10|3|2|10|10|10|10|10|
|~62|2|7|5|10|1|10|0|1|9|12|10|1|6|2|250|3|9|7|0|0|0|0|0|1|1|6|0|1|10|10|3|2|10|10|10|10|10|
